Workload_Name,Category,Aspect,M,N,K,Strategy,L3_Size_MB,Overfetch_Total,Overfetch_A,Overfetch_B,Overfetch_C,L3_Hit_Rate,L3_Utilization,DRAM_Reads_MB,Num_Evictions,Tensor_A_MB,Tensor_B_MB,Tensor_C_MB,Total_Tensor_MB
LLaMA-2 7B Long Ctx,Attention,Tall-ish,16384,16384,4096,OS,16,29.3504,0.75293,171.334,1.00391,0.495866,0.999756,45082,3787190,256,256,1024,1536
LLaMA-2 7B Long Ctx,Attention,Tall-ish,16384,16384,4096,OS,64,0.535248,0.75293,0.193863,0.566174,0.995053,0.999939,822,32317,256,256,1024,1536
LLaMA-2 7B Long Ctx,Attention,Tall-ish,16384,16384,4096,OS,256,0.535248,0.75293,0.193863,0.566174,0.995053,0.999985,822,24119,256,256,1024,1536
LLaMA-2 7B Long Ctx,Attention,Tall-ish,16384,16384,4096,OS,1024,0.535248,0.75293,0.193863,0.566174,0.995053,0.802872,822,0,256,256,1024,1536
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,1,43.5868,1.00781,128.753,1,0.494179,1,33474,1433672,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,2,43.5863,1.00781,128.751,1,0.494186,1,33474,1433611,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,4,1.25293,1.00781,2.24707,0.503906,0.984544,1,962,43638,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,16,0.756836,1.00781,0.758789,0.503906,0.99028,1,581,26870,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,64,0.756836,1.00781,0.758789,0.503906,0.99028,1,581,24822,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,256,0.756836,1.00781,0.758789,0.503906,0.99028,1,581,16630,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,WS,1024,0.67157,0.752014,0.758789,0.503906,0.991265,0.503677,515,0,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,1,43.6693,129,1.00781,1,0.493226,1,33538,1436374,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,2,43.6693,129,1.00781,1,0.493226,1,33538,1436331,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,4,1.49614,2.49609,0.99234,1,0.980777,1,1149,54317,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,16,0.923024,1.00781,0.761261,1,0.987402,1,708,35025,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,64,0.922292,1.00781,0.759064,1,0.987411,1,708,32953,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,256,0.756836,1.00781,0.758789,0.503906,0.99028,1,581,16630,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,IS,1024,0.67157,0.752014,0.758789,0.503906,0.991265,0.503677,515,0,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,1,86.3333,129,129,1,0,1,66304,2834390,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,2,86.2481,128.744,129,1,0.000985735,0.996094,66238,2831553,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,4,86.2481,128.744,129,1,0.000985735,1,66238,2831468,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,16,43.584,0.752014,129,1,0.494212,1,33472,1432938,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,64,43.584,0.752014,129,1,0.494212,1,33472,1430882,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,256,0.67157,0.752014,0.758789,0.503906,0.991265,1,515,13302,256,256,256,768
LLaMA-2 70B Q×K^T,Attention,Square,8192,8192,8192,OS,1024,0.67157,0.752014,0.758789,0.503906,0.991265,0.503677,515,0,256,256,256,768
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,1,113.037,1.00446,257.081,1,0.496101,1,231500,7958638,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,2,113.037,1.00446,257.081,1,0.496101,1,231500,7958604,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,4,113.037,1.00446,257.081,1,0.496101,1,231500,7958536,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,16,0.867722,1.00446,0.942208,0.128418,0.995698,1,1777,67406,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,64,0.867722,1.00446,0.942208,0.128418,0.995698,1,1777,65768,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,256,0.867722,1.00446,0.942208,0.128418,0.995698,1,1777,59214,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,WS,1024,0.546715,0.270735,0.942208,0.128418,0.997118,1,1119,10560,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,1,113.064,257.143,1.00446,1,0.49598,1,231556,7960542,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,2,113.064,257.143,1.00446,1,0.49598,1,231556,7960508,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,4,113.064,257.143,1.00446,1,0.49598,1,231556,7960440,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,16,0.976884,1.00446,0.942699,1,0.99208,1,2000,124541,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,64,0.867722,1.00446,0.942208,0.128418,0.995698,1,1777,65768,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,256,0.867722,1.00446,0.942208,0.128418,0.995698,1,1777,59214,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,IS,1024,0.546715,0.270735,0.942208,0.128418,0.997118,1,1119,10560,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,1,225.125,257.143,257.143,1,0,1,461056,15794142,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,2,225.125,257.143,257.143,1,0,0.998047,461056,15794108,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,4,225.125,257.143,257.143,1,0,0.99707,461056,15794040,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,16,112.743,0.270735,257.143,1,0.497401,0.998901,230898,7937588,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,64,105.798,0.270735,241.268,1,0.528142,1,216674,7450417,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,256,105.798,0.270735,241.268,1,0.528142,1,216674,7443817,896,896,256,2048
LLaMA-2 70B MLP,MLP,Very Deep,8192,8192,28672,OS,1024,0.546715,0.270735,0.942208,0.128418,0.997118,1,1119,5772,896,896,256,2048
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,1,57.9476,1.00195,342.668,1.00391,0.497566,0.996094,356030,30147215,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,2,57.9476,1.00195,342.668,1.00391,0.497566,0.996094,356030,30147130,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,4,57.7974,1.00195,341.767,1.00391,0.498879,0.999023,355107,30068209,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,16,0.374434,1.00195,0.109005,0.283911,0.997831,0.999756,2300,128790,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,64,0.372482,1.00195,0.0972977,0.283911,0.997848,0.999939,2288,123671,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,256,0.372482,1.00195,0.0972977,0.283911,0.997848,0.999985,2288,107287,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,WS,1024,0.268734,0.379463,0.0972977,0.283911,0.998754,0.999996,1651,17949,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,1,57.9476,342.668,1.00195,1.00391,0.497566,0.996094,356030,30147215,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,2,57.9476,342.668,1.00195,1.00391,0.497566,0.996094,356030,30147130,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,4,57.9476,342.668,1.00195,1.00391,0.497566,0.999023,356030,30146959,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,16,1.07551,2.33659,0.100834,1.00391,0.994501,0.999756,6607,328584,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,64,0.853064,1.00195,0.100788,1.00391,0.996445,0.999939,5241,207862,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,256,0.853033,1.00195,0.100605,1.00391,0.996445,0.999985,5241,191462,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,IS,1024,0.748846,0.377563,0.0998726,1.00391,0.997355,0.999996,4600,101915,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,1,114.892,342.668,342.668,1.00391,0,0.996094,705896,60002447,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,2,114.892,342.668,342.668,1.00391,0,0.996094,705896,60002362,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,4,114.788,342.044,342.668,1.00391,0.000909295,0.999023,705256,59947631,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,16,57.8435,0.377563,342.668,1.00391,0.498475,0.999756,355390,30091383,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,64,57.8435,0.377563,342.668,1.00391,0.498475,0.999939,355390,30087319,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,256,0.268417,0.377563,0.0972977,0.283911,0.998757,0.999985,1649,59404,1024,1024,4096,6144
LLaMA-2 70B Long Ctx,Attention,Tall-ish,32768,32768,8192,OS,1024,0.268417,0.377563,0.0972977,0.283911,0.998757,0.999996,1649,26659,1024,1024,4096,6144
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,1,3.99899,1.09375,4.3757,1.00016,0.454036,0.998047,879,21431,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,2,3.99899,1.09375,4.3757,1.00016,0.454036,0.998047,879,21410,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,4,3.99899,1.09375,4.3757,1.00016,0.454036,0.999756,879,21368,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,16,3.99899,1.09375,4.3757,1.00016,0.454036,0.999756,879,21117,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,64,0.321755,1.09375,0.328545,0.26348,0.941413,0.999969,70,314,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,256,0.321755,1.09375,0.328545,0.26348,0.941413,0.276321,70,0,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,WS,1024,0.321755,1.09375,0.328545,0.26348,0.941413,0.0690804,70,0,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,1,1.08351,1.09375,1.09393,1.00016,0.794946,0.998047,238,8033,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,2,1.00171,1.09375,1.09393,0.26348,0.861906,0.998047,220,5381,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,4,1.00171,1.09375,1.09393,0.26348,0.861906,0.999756,220,5339,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,16,1.00171,1.09375,1.09393,0.26348,0.861906,0.999756,220,5089,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,64,0.321755,1.09375,0.328545,0.26348,0.941413,0.999969,70,314,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,256,0.321755,1.09375,0.328545,0.26348,0.941413,0.276321,70,0,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,IS,1024,0.321755,1.09375,0.328545,0.26348,0.941413,0.0690804,70,0,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,1,3.99899,1.09375,4.3757,1.00016,0.454036,0.998047,879,21425,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,2,3.99899,1.09375,4.3757,1.00016,0.454036,0.998047,879,21400,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,4,3.99899,1.09375,4.3757,1.00016,0.454036,0.999756,879,21351,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,16,3.99899,1.09375,4.3757,1.00016,0.454036,0.999756,879,21059,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,64,0.968374,1.09375,0.96432,1.00016,0.808409,0.999969,212,5521,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,256,0.321755,1.09375,0.328545,0.26348,0.941413,0.276321,70,0,0,195,24,219
Extreme Wide: 100k vocab,Projection,Extreme Wide,64,100000,512,OS,1024,0.321755,1.09375,0.328545,0.26348,0.941413,0.0690804,70,0,0,195,24,219
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,1,1.02072,1.02233,1.02083,1.00146,0.81587,0.998047,212,6450,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,2,1.02072,1.02233,1.02083,1.00146,0.81587,0.998047,212,6429,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,4,1.02072,1.02233,1.02083,1.00146,0.81587,0.999756,212,6387,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,16,1.02072,1.02233,1.02083,1.00146,0.81587,0.999756,212,6137,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,64,1.02072,1.02233,1.02083,1.00146,0.81587,0.999969,212,5127,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,256,1.02072,1.02233,1.02083,1.00146,0.81587,0.830086,212,0,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,WS,1024,1.02072,1.02233,1.02083,1.00146,0.81587,0.207521,212,0,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,1,3.84924,4.08931,1.02083,1.00146,0.46587,0.998047,801,18759,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,2,3.84924,4.08931,1.02083,1.00146,0.46587,0.998047,801,18738,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,4,3.84924,4.08931,1.02083,1.00146,0.46587,0.999756,801,18696,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,16,3.84924,4.08931,1.02083,1.00146,0.46587,0.999756,801,18445,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,64,1.02072,1.02233,1.02083,1.00146,0.81587,0.999969,212,5129,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,256,1.02072,1.02233,1.02083,1.00146,0.81587,0.830086,212,0,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,IS,1024,1.02072,1.02233,1.02083,1.00146,0.81587,0.207521,212,0,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,1,1.02072,1.02233,1.02083,1.00146,0.81587,0.998047,212,6423,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,2,1.02072,1.02233,1.02083,1.00146,0.81587,0.998047,212,6392,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,4,1.02072,1.02233,1.02083,1.00146,0.81587,0.999756,212,6333,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,16,1.02072,1.02233,1.02083,1.00146,0.81587,0.999756,212,5969,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,64,1.02072,1.02233,1.02083,1.00146,0.81587,0.999969,212,4510,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,256,1.02072,1.02233,1.02083,1.00146,0.81587,0.830086,212,0,192,0,16,208
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,1024,1.02072,1.02233,1.02083,1.00146,0.81587,0.207521,212,0,192,0,16,208
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,1,1.00658,1.00659,1.00659,1,0.933989,1,129,4479,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,2,1.00658,1.00659,1.00659,1,0.933989,1,129,4446,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,4,1.00658,1.00659,1.00659,1,0.933989,1,129,4380,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,16,0.594907,0.181641,1.00659,1,0.959504,1,76,2240,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,64,0.592311,0.176437,1.00659,1,0.959665,1,75,643,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,1,1.00658,1.00659,1.00659,1,0.933989,1,129,4479,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,2,1.00658,1.00659,1.00659,1,0.933989,1,129,4446,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,4,1.00658,1.00659,1.00659,1,0.933989,1,129,4380,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,16,0.592311,0.176437,1.00659,1,0.959665,1,75,2229,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,64,0.592311,0.176437,1.00659,1,0.959665,1,75,643,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,1,16.076,16.1055,16.1055,1,0,1,2061,68319,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,2,16.076,16.1055,16.1055,1,0,0.999512,2061,68286,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,4,16.076,16.1055,16.1055,1,0,0.999268,2061,68220,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,16,8.12703,0.176437,16.1055,1,0.49267,0.999207,1042,34147,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,64,8.12703,0.176437,16.1055,1,0.49267,0.999725,1042,32550,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
